new_repo_index,CommitEvent,CommitCommentEvent,IssueEvent,IssueCommentEvent,PullRequestEvent,PullRequestCommentEvent
16643,19,3,9,9,12,0
17098,6,0,6,12,6,4
13579,0,0,1,1,0,0
12415,5,0,0,0,2,2
5646,0,0,0,0,0,0
14909,13,4,8,14,0,0
24292,18,0,1,5,0,0
19839,0,0,0,0,0,0
2735,0,0,0,0,0,0
15017,243,0,7,7,511,392
20393,21,0,4,16,0,0
16936,103,0,0,0,0,0
11709,1,0,9,15,0,0
1566,0,0,0,0,0,0
4101,0,0,0,0,0,0
22364,834,0,0,0,0,0
7422,334,147,0,3423,588,714
16033,1,0,0,0,0,0
642,0,0,0,0,0,0
18560,0,0,0,0,2,0
16403,5,0,4,9,4,14
9252,0,0,0,6,0,0
1307,0,0,0,0,0,0
24581,48,0,0,0,108,189
12210,18,0,66,42,168,402
15382,2,0,8,6,2,0
8039,4,0,2,0,1,1
8425,256,832,0,0,448,832
4310,0,0,0,0,0,0
933,0,0,0,0,0,0
23744,1,0,0,0,1,2
19615,15,0,0,0,2,0
1814,0,0,0,0,0,0
24332,0,0,0,0,0,0
15412,4,0,0,2,4,8
19356,31,0,0,0,9,0
9175,38,0,12,24,16,8
20420,17,2,12,6,8,0
24039,11,0,0,0,1,2
21891,22,0,16,66,0,0
7565,12,0,48,132,20,40
9486,12,0,4,9,6,29
5873,0,0,0,0,0,0
2710,0,0,0,0,0,0
17424,0,0,0,0,9,3
23533,0,0,0,0,0,0
24033,48,3,6,30,21,3
16785,1071,0,868,700,2744,336
8582,1,0,0,1,1,0
23739,54,0,7,7,14,4
12890,3,0,0,0,4,0
7988,5,0,32,106,4,4
14964,213,0,156,858,0,0
1192,0,0,0,0,0,0
16464,1058,164,0,492,0,0
5976,0,0,0,0,0,0
24408,1,0,1,0,4,1
8120,66,0,77,196,0,7
11714,17,0,2,13,4,6
6665,0,0,0,0,0,0
3852,0,0,0,0,0,0
15245,4,0,2,4,2,2
10740,0,0,15,3,0,0
20850,3,0,6,5,0,0
15413,9,0,0,0,0,0
2822,0,0,0,0,0,0
16296,0,0,1,2,0,0
5941,0,0,0,0,0,0
10739,76,0,8,28,20,44
7149,0,0,2,4,0,2
19838,0,0,0,0,0,0
2380,0,0,0,0,0,0
2886,0,0,0,0,0,0
17444,2,0,2,13,2,2
22937,0,0,0,0,0,0
20997,0,0,0,0,0,0
20641,10,0,0,1,81,79
16550,19,0,133,497,0,0
2424,0,0,0,0,0,0
9681,3,0,0,2,0,0
786,0,0,0,0,0,0
7177,15,0,44,64,0,0
4430,0,0,0,0,0,0
15757,5,0,6,12,10,4
16276,36,0,60,174,72,132
17464,44,0,0,0,6,2
12146,120,0,22,88,66,99
12419,7,0,1,2,2,2
5520,0,0,0,0,0,0
452,0,0,0,0,0,0
21638,8,0,1,0,2,3
932,0,0,0,0,0,0
2372,0,0,0,0,0,0
21143,18,0,12,12,12,12
258,0,0,0,0,0,0
19331,0,0,0,0,1,2
1443,0,0,0,0,0,0
21232,46,0,24,48,32,24
11335,8,0,0,0,8,12
13968,1,0,3,10,0,0
18375,5,0,4,18,2,2
20093,0,0,0,0,0,0
13332,2,0,14,21,0,0
5184,0,0,0,0,0,0
16862,23,0,39,182,13,0
11909,0,0,0,0,0,0
10238,0,0,3,10,3,2
8764,34,0,36,136,52,56
15564,0,0,0,0,0,0
17773,2,0,12,18,0,0
4664,0,0,0,0,0,0
5674,0,0,0,0,0,0
24067,0,0,0,0,0,0
17377,1,2,3,0,3,4
18559,6,0,3,7,2,0
15385,0,0,1,1,0,0
15167,15,0,0,0,0,0
10635,30,0,198,873,12,15
7173,204,0,0,0,0,0
17810,175,0,0,0,0,0
18872,243,0,132,0,0,0
16384,1,0,84,84,0,0
6141,0,0,0,0,0,0
18460,4,0,4,8,8,28
699,0,0,0,0,0,0
13647,36,0,14,21,21,21
1350,0,0,0,0,0,0
5910,0,0,0,0,0,0
13978,0,0,0,0,0,0
6225,0,0,0,0,0,0
22111,1,0,1,7,0,0
22709,0,0,0,0,0,0
20649,33,0,8,16,0,0
23629,100,0,0,0,78,78
8406,610,0,168,574,0,0
6874,0,0,0,0,0,0
11285,56,0,24,48,160,0
19836,0,0,0,0,1,0
24975,2,0,0,0,0,0
12692,121,0,10,0,125,120
4161,0,0,0,0,0,0
22993,66,0,56,92,128,192
21364,0,0,3,11,3,5
6569,0,0,0,0,0,0
18207,0,0,0,0,0,0
19057,0,0,2,0,0,0
4193,0,0,0,0,0,0
21391,2,0,5,20,5,10
24540,3,0,0,0,0,0
17218,80,0,11,22,99,0
1228,0,0,0,0,0,0
12927,1,0,2,0,0,0
8056,275,0,68,306,68,170
22301,9,0,6,2,18,4
23449,49,0,1,5,1,1
5723,0,0,0,0,0,0
22099,141,0,310,240,10,0
327,0,0,0,0,0,0
4601,0,0,0,0,0,0
8084,443,0,0,650,0,0
3360,0,0,0,0,0,0
8611,2,0,60,240,0,0
23266,105,0,6,60,0,0
14807,1,0,0,0,0,0
2620,0,0,0,0,0,0
21375,167,0,351,2574,117,0
10763,47,0,40,115,95,30
2182,0,0,0,0,0,0
2140,0,0,0,0,0,0
162,0,0,0,0,0,0
12768,33,0,6,4,6,6
19087,10,0,0,6,0,0
22353,168,0,11,22,1023,88
18752,5,0,0,0,0,0
2000,0,0,0,0,0,0
23954,0,0,0,0,0,0
13728,206,0,80,200,0,0
12008,36,0,15,70,50,25
4176,0,0,0,0,0,0
10237,13,0,12,78,0,0
11655,424,0,192,660,24,60
1517,0,0,0,0,0,0
22255,0,0,0,0,0,0
20951,0,0,0,0,0,0
7115,4,0,9,10,6,4
2868,0,0,0,0,0,0
13298,515,55,374,429,330,583
20232,432,0,21,63,49,63
23288,8,0,0,0,0,0
21989,1,0,0,0,0,0
72,0,0,0,0,0,0
15770,5,0,2,0,0,0
7642,20,0,0,0,104,0
9771,35,0,0,6,36,6
12359,7,0,2,2,6,2
2122,0,0,0,0,0,0
17487,16,0,2,3,3,2
8615,11,0,4,4,2,6
6984,0,0,0,0,0,0
16414,10,0,10,90,25,65
18936,0,0,0,0,1,0
9392,94,0,72,126,36,27
22626,39,0,45,205,5,5
10016,19,0,32,28,68,16
3866,0,0,0,0,0,0
16734,3,0,4,4,1,0
18761,9,0,0,0,2,0
8834,6,0,0,0,28,24
23363,6,0,1,0,1,0
11048,0,0,0,0,1,0
6776,0,0,0,0,0,0
2947,0,0,0,0,0,0
24251,18,0,4,0,0,0
5278,0,0,0,0,0,0
333,0,0,0,0,0,0
12658,107,0,63,132,102,51
19763,1,0,6,9,21,15
8310,69,0,0,55,120,65
21948,19,0,1,1,2,2
8869,21,0,36,26,20,8
15948,6,0,2,6,2,0
5907,0,0,0,0,0,0
20891,29,0,9,20,8,2
10561,22,0,3,9,2,0
14570,337,0,48,808,0,0
22901,53,0,40,40,76,40
10426,85,0,18,60,156,240
19698,3,0,0,0,0,0
13466,12,0,2,2,2,2
22010,0,0,15,115,0,0
17321,49,0,72,51,9,3
11390,125,0,0,14,0,0
12532,6,0,2,2,1,4
11759,12,0,27,45,18,99
24387,0,0,3,2,0,0
5024,0,0,0,0,0,0
9753,23,0,8,50,8,6
21398,219,0,25,75,440,55
12837,6,0,5,18,6,4
12322,7,0,4,13,4,6
4595,0,0,0,0,0,0
12461,0,0,88,200,40,0
20189,10,0,8,8,8,48
5735,0,0,0,0,0,0
23,0,0,0,0,0,0
18658,0,0,1,1,0,0
17132,2,0,3,7,3,0
343,0,0,0,0,0,0
7369,16,0,21,42,18,12
23458,0,0,0,0,0,0
18292,12,0,3,9,4,7
12631,380,0,378,1680,3402,2016
552,0,0,0,0,0,0
11289,19,0,6,87,15,15
8677,88,0,75,171,120,18
19941,160,0,48,198,102,258
21216,48,0,0,0,0,0
8325,26,0,6,11,7,4
14806,0,0,1,3,0,0
5866,0,0,0,0,0,0
16083,536,0,0,0,0,0
377,0,0,0,0,0,0
22553,0,0,1,2,0,0
6348,0,0,0,0,0,0
14874,95,0,63,120,42,0
14339,15,0,2,2,24,10
1075,0,0,0,0,0,0
14701,4,0,0,0,0,0
3376,0,0,0,0,0,0
382,0,0,0,0,0,0
16189,25,0,6,16,10,0
838,0,0,0,0,0,0
9526,0,0,0,0,0,0
18726,0,0,1,0,0,0
6704,0,0,0,0,0,0
21329,0,0,4,4,0,0
5005,0,0,0,0,0,0
1539,0,0,0,0,0,0
9151,20,0,54,204,39,90
2091,0,0,0,0,0,0
788,0,0,0,0,0,0
9769,113,0,1056,4884,33,165
16680,8,0,8,16,6,4
24255,9,0,6,24,0,0
24339,49,0,2,4,2,4
24182,0,0,0,0,0,0
11757,141,0,42,144,228,324
8645,52,0,203,1092,0,210
19507,14,0,10,54,2,0
14338,20,0,60,72,42,18
8861,0,0,1,0,8,2
22908,3,0,0,0,1,0
17234,8,0,0,0,0,0
21386,1,0,0,0,0,0
7717,25,0,24,12,24,0
18027,8,0,1,1,2,1
815,0,0,0,0,0,0
18833,0,0,0,0,0,0
22695,0,0,2,3,1,0
11158,62,9,18,36,30,24
22699,68,0,0,0,20,20
14110,442,0,504,1722,280,126
5523,0,0,0,0,0,0
12078,0,0,0,0,0,0
23551,5,0,0,0,0,0
5242,0,0,0,0,0,0
14364,0,0,2,2,2,2
13081,248,1131,0,261,1392,4698
10045,49,0,0,0,0,9
18595,19,0,10,24,14,20
9642,17,0,0,0,0,0
1722,0,0,0,0,0,0
435,0,0,0,0,0,0
15550,1,0,8,0,10,2
15204,21,0,12,80,4,12
5443,0,0,0,0,0,0
21034,40,0,28,35,21,0
12662,70,0,110,187,407,253
11023,25,0,56,210,28,105
5019,0,0,0,0,0,0
2126,0,0,0,0,0,0
7549,0,0,7,13,0,0
23152,3,0,0,0,22,0
3458,0,0,0,0,0,0
21435,9,0,0,1,0,0
13479,0,0,0,0,20,15
12508,24,0,2,2,4,8
17156,54,0,2,8,0,0
10445,93,0,0,12,84,24
16741,1,0,0,0,0,0
2451,0,0,0,0,0,0
12755,0,0,3,0,0,7
3867,0,0,0,0,0,0
19219,4,0,0,0,2,1
13686,6,0,5,12,6,15
21307,9,0,8,14,8,6
5977,0,0,0,0,0,0
16226,124,0,48,136,80,92
5051,0,0,0,0,0,0
20257,0,0,0,0,0,0
1251,0,0,0,0,0,0
24708,3,0,0,0,2,4
8558,0,0,3,0,9,9
6584,0,0,0,0,0,0
9137,29,0,28,52,20,4
21036,2,0,1,1,2,2
17397,38,0,0,0,14,10
10525,0,0,0,0,0,0
2049,0,0,0,0,0,0
21239,150,8,48,48,464,320
6385,0,0,0,0,0,0
4129,0,0,0,0,0,0
10080,0,0,4,12,8,4
8395,0,0,0,0,0,0
4635,0,0,0,0,0,0
6730,0,0,0,0,0,0
3322,0,0,0,0,0,0
19241,40,0,39,90,12,0
3507,0,0,0,0,0,0
10613,33,0,64,136,0,0
15317,3,0,0,2,0,0
18250,54,0,22,0,77,11
849,0,0,0,0,0,0
5526,0,0,0,0,0,0
23959,60,0,2,1,1,0
13055,0,0,0,0,3,3
4389,0,0,0,0,0,0
13862,29,0,0,22,6,2
16633,0,0,0,0,0,0
5441,0,0,0,0,0,0
20528,374,0,252,180,0,0
13716,7,0,0,0,1,0
23191,59,9,9,33,21,69
17396,2,0,2,12,12,6
1351,0,0,0,0,0,0
9943,38,0,42,189,24,87
4058,0,0,0,0,0,0
1585,0,0,0,0,0,0
23351,0,0,2,1,0,0
23540,6,0,0,0,5,2
6523,0,0,0,0,0,0
6412,0,0,0,0,0,0
11580,0,0,0,0,0,0
19502,16,0,1,7,0,0
17212,0,0,0,0,0,1
21819,114,0,144,762,72,120
20240,0,0,0,0,3,3
20617,6,0,1,2,3,1
11458,6,0,39,182,52,104
16961,5,0,1,0,7,8
12140,131,0,0,0,0,0
23856,24,0,0,0,0,0
17378,0,0,21,119,0,0
10559,0,0,6,2,2,0
8300,106,0,40,70,0,0
17155,44,0,9,15,0,0
4410,0,0,0,0,0,0
13154,2,0,3,0,0,0
9595,15,0,12,48,12,0
2958,0,0,0,0,0,0
12231,31,0,12,20,48,152
4724,0,0,0,0,0,0
21390,726,0,0,0,792,256
5362,0,0,0,0,0,0
78,0,0,0,0,0,0
11582,8,0,15,15,12,15
16992,189,0,0,35,0,0
24404,0,0,0,0,0,0
6394,0,0,0,0,0,0
4542,0,0,0,0,0,0
16005,0,0,0,0,2,0
10955,10,0,0,0,2,0
22638,34,0,44,200,48,52
9390,26,0,28,96,16,36
430,0,0,0,0,0,0
11700,12,0,0,0,0,0
24615,244,9,369,45,351,9
24678,0,0,2,0,0,0
9372,12,0,20,90,0,5
14827,0,0,0,1,1,0
4860,0,0,0,0,0,0
17379,0,0,6,0,0,0
10970,28,0,16,32,4,20
24135,2,0,1,0,0,0
991,0,0,0,0,0,0
21596,17,0,0,7,0,0
24442,0,0,6,2,2,0
24424,59,0,0,0,0,0
15227,13,0,18,71,0,0
18479,1,0,0,0,0,0
21691,1,1,2,2,0,0
6560,0,0,0,0,0,0
24477,2,0,3,0,0,0
21870,36,0,72,0,0,0
19393,32,0,4,8,36,24
8089,10,0,15,60,10,10
5966,0,0,0,0,0,0
136,0,0,0,0,0,0
2250,0,0,0,0,0,0
5031,0,0,0,0,0,0
4497,0,0,0,0,0,0
68,0,0,0,0,0,0
22680,8,0,0,0,20,8
10365,10,0,5,15,0,0
15736,0,0,0,0,0,0
4699,0,0,0,0,0,0
12292,0,4,70,204,148,858
21815,16,0,0,7,0,0
23598,15,0,4,14,2,2
21678,0,0,1,1,0,0
5486,0,0,0,0,0,0
17107,140,50,130,560,90,20
13615,3,0,1,4,0,0
16187,8,0,0,36,12,18
23680,9,0,2,2,2,4
23085,8,0,10,50,20,5
7062,82,0,35,77,91,140
17216,9,0,4,7,1,2
4606,0,0,0,0,0,0
323,0,0,0,0,0,0
7374,299,0,185,1555,55,160
3017,0,0,0,0,0,0
6547,0,0,0,0,0,0
9103,41,0,35,252,49,56
18346,0,0,0,0,0,0
5171,0,0,0,0,0,0
5805,0,0,0,0,0,0
1084,0,0,0,0,0,0
10337,38,0,0,18,0,0
4508,0,0,0,0,0,0
11228,69,0,0,0,9,0
22975,32,0,6,10,4,0
6336,0,0,0,0,0,0
6971,0,0,0,0,0,0
23999,0,0,1,1,0,0
21973,0,0,10,10,0,0
6425,0,0,0,0,0,0
14679,0,0,4,0,0,0
19053,31,0,0,3,36,60
17534,0,0,0,0,0,0
20648,24,0,12,69,9,6
6086,0,0,0,0,0,0
15753,2,0,1,3,1,1
12911,29,0,3,21,27,63
20735,115,0,0,0,0,0
12510,145,0,54,207,126,90
16376,29,0,3,22,3,1
4610,0,0,0,0,0,0
9735,56,0,15,15,0,0
1952,0,0,0,0,0,0
18043,0,0,0,0,12,0
23220,0,0,0,0,0,0
24736,10,0,0,0,0,0
11783,0,0,0,0,0,0
16538,0,0,0,0,0,0
23958,15,0,20,30,20,0
8061,64,45,162,801,81,207
12798,2,0,8,52,0,0
21739,0,0,0,0,0,0
6892,0,0,0,0,0,0
15714,3,0,6,22,2,0
10618,114,5,90,795,95,815
3037,0,0,0,0,0,0
4959,0,0,0,0,0,0
11242,2,0,0,0,0,0
10291,0,0,4,16,2,6
16919,1,0,0,0,0,2
24820,13,0,2,4,6,0
7777,155,0,432,1856,0,0
4945,0,0,0,0,0,0
8311,53,0,44,88,16,0
23827,0,0,1,0,0,1
9339,60,0,0,0,0,0
11436,0,0,1,0,0,0
25042,0,0,0,0,0,0
3301,0,0,0,0,0,0
24278,0,0,4,18,1,0
11071,10,0,6,4,10,4
21744,1,0,0,3,0,0
14623,0,0,0,0,0,0
134,0,0,0,0,0,0
24402,29,0,0,0,6,0
10530,0,0,2,0,0,0
9236,0,0,0,0,0,0
9130,2,0,0,0,0,15
6649,0,0,0,0,0,0
477,0,0,0,0,0,0
8010,29,0,4,2,5,2
7535,11,0,30,120,4,12
8537,3,0,4,5,1,2
20392,18,0,16,32,16,40
1299,0,0,0,0,0,0
5137,0,0,0,0,0,0
18448,0,0,0,0,0,0
7437,20,0,12,28,10,14
16511,12,0,7,44,6,13
14605,23,0,14,26,30,18
15526,8,0,28,80,4,4
10053,54,0,40,190,25,20
3598,0,0,0,0,0,0
9411,5,0,1,1,2,0
14633,0,0,2,2,2,1
24416,0,0,0,0,0,0
11095,18,4,16,34,38,136
18733,0,0,3,3,0,3
10846,215,0,890,1890,910,500
24296,0,0,1,3,0,0
16596,0,0,0,0,0,0
17374,0,0,1,0,0,0
1253,0,0,0,0,0,0
22955,15,0,4,0,24,0
21670,828,0,858,1342,0,242
12688,48,0,8,16,16,0
6239,0,0,0,0,0,0
24158,0,0,2,1,2,0
1872,0,0,0,0,0,0
11574,31,0,8,4,4,0
20182,0,0,1,2,0,0
10306,2,0,22,20,6,2
1914,0,0,0,0,0,0
4678,0,0,0,0,0,0
7001,0,0,0,0,0,0
22583,74,0,24,57,27,6
8921,15,0,8,44,6,18
12118,39,0,48,360,90,132
12824,20,0,0,0,5,1
7018,0,0,0,0,0,0
1387,0,0,0,0,0,0
9153,1,0,3,5,0,1
15117,28,0,66,110,77,0
10891,6,0,10,18,8,26
7312,145,0,0,676,0,0
4300,0,0,0,0,0,0
22265,30,0,54,90,0,0
7217,0,0,3,0,3,3
7754,9,0,12,26,6,6
3976,0,0,0,0,0,0
24230,0,0,0,0,0,0
21767,0,0,1,1,0,0
19124,6,0,0,0,1,1
12004,13,0,0,0,18,24
21334,0,0,0,0,0,0
5337,0,0,0,0,0,0
19936,3,0,3,3,0,6
9267,114,0,8,4,16,24
14273,2,0,4,2,0,0
21263,332,220,0,44,616,1452
14429,769,0,0,0,0,0
5846,0,0,0,0,0,0
23587,18,0,2,0,2,0
23979,27,0,0,0,0,0
10231,6,0,6,20,4,0
19531,17,0,0,0,0,0
14257,18,0,11,38,4,12
7752,174,0,42,210,1190,252
6255,0,0,0,0,0,0
17770,0,0,1,1,0,0
8410,71,0,35,75,65,100
22934,0,0,2,3,0,0
8260,27,0,10,30,20,22
19500,2,0,0,0,1,0
17273,15,3,0,51,0,30
20272,1,0,0,0,1,0
1783,0,0,0,0,0,0
17559,45,0,0,0,0,0
10927,27,0,108,616,4,4
8997,369,0,506,1606,242,66
16569,1,0,4,2,1,0
7783,224,0,42,99,84,6
22872,35,0,0,22,0,0
4798,0,0,0,0,0,0
1231,0,0,0,0,0,0
6007,0,0,0,0,0,0
10947,105,0,0,12,312,396
5210,0,0,0,0,0,0
15270,155,0,85,295,60,40
21151,24,0,14,48,2,2
9560,0,0,4,2,4,1
16246,25,0,0,0,63,119
5216,0,0,0,0,0,0
10394,10,0,2,6,6,4
23071,6,0,0,1,0,0
2897,0,0,0,0,0,0
3057,0,0,0,0,0,0
19796,5,0,1,3,2,2
18442,0,0,1,1,1,0
5840,0,0,0,0,0,0
874,0,0,0,0,0,0
3754,0,0,0,0,0,0
19630,3,0,1,1,1,1
9709,241,28,252,1148,0,0
20519,25,0,9,28,7,2
25012,4,0,7,12,1,1
5708,0,0,0,0,0,0
19036,411,0,154,352,0,0
13634,18,0,6,13,0,0
4962,0,0,0,0,0,0
12795,82,0,196,14,98,140
23880,3,0,6,8,8,0
6582,0,0,0,0,0,0
17081,11,0,1,0,2,0
6069,0,0,0,0,0,0
2276,0,0,0,0,0,0
3552,0,0,0,0,0,0
22771,35,0,290,377,435,928
13089,31,0,7,36,2,2
4056,0,0,0,0,0,0
7017,0,0,0,0,0,0
14516,6,0,36,44,8,12
19400,26,0,4,18,6,14
22316,466,0,365,2336,0,0
13371,74,0,4,0,4,0
9269,20,27,0,81,27,63
7701,0,0,4,6,0,0
24750,65,0,2,2,0,0
16417,0,0,0,0,0,0
2393,0,0,0,0,0,0
2677,0,0,0,0,0,0
243,0,0,0,0,0,0
4399,0,0,0,0,0,0
12593,13,0,4,16,4,3
13533,275,0,96,252,306,294
7154,52,0,30,78,16,52
7567,88,0,112,140,0,0
2936,0,0,0,0,0,0
14630,20,0,18,32,34,16
6181,0,0,0,0,0,0
21786,0,0,8,20,0,0
19743,0,0,0,1,0,0
1754,0,0,0,0,0,0
14854,154,0,8,16,8,0
21144,0,0,28,0,8,0
9375,3,0,18,21,39,39
6517,0,0,0,0,0,0
2793,0,0,0,0,0,0
3171,0,0,0,0,0,0
15606,6,0,0,0,1,6
17136,26,0,30,90,105,170
13050,34,0,0,440,0,0
7620,0,0,7,5,4,3
23484,323,0,224,1078,0,28
1148,0,0,0,0,0,0
10436,16,0,0,0,13,18
12205,31,0,8,9,7,11
23025,2,0,2,4,0,0
10826,14,0,2,3,1,0
15616,15,0,2,5,3,0
9061,15,0,0,0,0,0
15334,139,0,8,8,4,0
14615,8,0,24,208,24,24
14808,39,7,13,11,40,38
8478,7,0,11,41,7,57
1447,0,0,0,0,0,0
8973,21,0,4,22,20,4
12277,459,0,561,693,165,132
16427,1,0,0,0,6,3
3297,0,0,0,0,0,0
6103,0,0,0,0,0,0
16232,181,0,0,0,0,0
14778,0,0,0,0,1,0
12720,97,4,0,0,0,0
4849,0,0,0,0,0,0
7914,35,0,6,26,18,0
24651,4,0,1,0,0,0
3926,0,0,0,0,0,0
2226,0,0,0,0,0,0
21167,3,2,0,0,5,2
24213,0,0,0,0,0,0
18294,4,0,6,6,3,2
5420,0,0,0,0,0,0
7920,19,0,36,174,66,261
2017,0,0,0,0,0,0
1584,0,0,0,0,0,0
2172,0,0,0,0,0,0
3391,0,0,0,0,0,0
11594,334,36,162,1116,612,2772
21854,2,0,0,0,1,2
24318,227,0,0,0,0,0
18239,72,0,40,205,135,125
16024,5,0,6,22,4,4
8094,6,0,3,10,3,2
12983,2,0,1,2,1,3
2712,0,0,0,0,0,0
7826,4,0,0,0,0,0
16448,0,0,1,5,0,0
22623,7,0,3,4,2,2
12589,0,0,6,4,0,0
10753,97,0,84,372,0,0
2358,0,0,0,0,0,0
4251,0,0,0,0,0,0
18158,0,0,3,0,0,0
17427,149,0,60,168,0,12
21126,18,0,24,18,18,12
14804,0,0,0,0,0,1
4872,0,0,0,0,0,0
14472,16,0,0,4,5,1
3920,0,0,0,0,0,0
17949,39,7,14,35,0,0
5834,0,0,0,0,0,0
4979,0,0,0,0,0,0
13957,142,0,90,39,246,219
2168,0,0,0,0,0,0
6229,0,0,0,0,0,0
19606,1,0,0,9,0,0
2585,0,0,0,0,0,0
21371,59,0,20,80,0,8
15779,0,0,3,0,6,9
21929,1,0,6,18,0,0
13848,237,0,96,544,0,0
14244,0,0,1,0,0,0
2178,0,0,0,0,0,0
1930,0,0,0,0,0,0
12672,3,0,1,1,2,1
20859,0,0,2,2,2,1
16878,0,0,0,0,0,0
17072,0,0,95,152,19,0
11933,0,0,4,12,0,0
16885,36,0,3,6,24,27
17973,127,0,42,105,21,0
22741,375,0,285,495,0,0
14312,0,0,0,0,0,0
19681,0,0,0,0,0,0
1804,0,0,0,0,0,0
2440,0,0,0,0,0,0
5886,0,0,0,0,0,0
64,0,0,0,0,0,0
9584,8,0,0,35,0,14
5347,0,0,0,0,0,0
8652,1056,0,684,3456,720,1188
6399,0,0,0,0,0,0
18980,0,0,0,1,1,0
15629,6,0,30,30,0,0
1563,0,0,0,0,0,0
11712,9,0,4,20,12,28
260,0,0,0,0,0,0
9809,22,0,3,6,3,6
16952,1,0,1,2,0,0
813,0,0,0,0,0,0
22435,29,0,0,0,8,0
21807,32,2,28,36,22,46
8490,8,0,32,4,0,0
5174,0,0,0,0,0,0
3785,0,0,0,0,0,0
15788,10,0,0,0,4,3
18149,80,0,76,190,228,133
1868,0,0,0,0,0,0
14405,2,0,2,6,2,2
8448,0,0,0,0,9,0
4103,0,0,0,0,0,0
3300,0,0,0,0,0,0
23387,0,0,0,0,8,1
19081,0,0,2,1,1,0
21070,6,0,0,0,1,0
1845,0,0,0,0,0,0
4836,0,0,0,0,0,0
18935,0,0,1,0,0,0
15485,2,0,1,1,0,0
7188,14,0,7,14,1,4
8631,19,0,5,0,30,0
14742,16,0,12,6,66,246
3884,0,0,0,0,0,0
13041,335,0,36,168,24,0
1707,0,0,0,0,0,0
21235,139,0,261,246,234,21
5905,0,0,0,0,0,0
15370,16,0,16,56,24,28
15354,0,0,2,1,0,0
19567,3,0,2,0,1,1
11061,80,0,22,110,4,0
6144,0,0,0,0,0,0
19771,23,0,4,18,0,0
1875,0,0,0,0,0,0
4051,0,0,0,0,0,0
11607,11,0,0,10,40,20
3940,0,0,0,0,0,0
21733,8,0,0,1,0,0
20364,0,0,0,0,0,0
748,0,0,0,0,0,0
7856,47,0,36,144,32,40
6083,0,0,0,0,0,0
5348,0,0,0,0,0,0
13835,2,0,27,99,9,42
1937,0,0,0,0,0,0
10701,0,0,0,0,0,0
5127,0,0,0,0,0,0
21573,0,0,0,0,0,0
4738,0,0,0,0,0,0
17533,82,7,70,182,0,0
11615,114,4,156,42,182,88
24596,0,0,0,0,0,0
12808,0,0,2,4,0,0
18730,54,0,0,0,0,0
3009,0,0,0,0,0,0
24471,0,0,0,0,0,0
25058,0,0,3,2,0,0
21921,30,0,0,0,2,0
23428,2,0,0,0,3,0
11401,1,0,12,21,0,0
3918,0,0,0,0,0,0
19853,22,0,1,1,6,2
18939,0,0,0,0,2,4
15261,15,0,21,72,12,0
9019,28,0,0,18,0,0
17348,2,0,0,0,0,0
1467,0,0,0,0,0,0
9938,98,0,24,40,84,160
9629,16,0,48,252,156,0
8116,0,0,0,0,0,0
18029,2,0,0,0,3,2
12645,0,0,0,0,0,0
19340,10,0,5,6,1,2
3362,0,0,0,0,0,0
6231,0,0,0,0,0,0
12687,127,0,0,0,0,0
23758,0,0,0,2,0,0
1955,0,0,0,0,0,0
16241,0,0,0,6,0,0
5167,0,0,0,0,0,0
19522,0,0,1,0,0,0
12215,2,0,2,5,2,0
2962,0,0,0,0,0,0
20292,0,0,13,26,0,0
19683,70,0,0,0,21,21
1933,0,0,0,0,0,0
9554,0,0,1,7,1,1
22199,11,0,6,16,2,0
2484,0,0,0,0,0,0
20336,293,0,10,0,0,0
6299,0,0,0,0,0,0
21027,277,0,0,195,0,0
24970,0,0,0,0,0,0
5084,0,0,0,0,0,0
14090,0,0,1,0,1,0
6323,0,0,0,0,0,0
11745,11,0,9,9,12,36
4425,0,0,0,0,0,0
10216,387,118,236,472,1829,2301
5148,0,0,0,0,0,0
16751,396,1320,0,0,0,0
2807,0,0,0,0,0,0
11894,0,0,0,0,0,0
3792,0,0,0,0,0,0
12064,0,0,12,64,2,2
6634,0,0,0,0,0,0
18748,0,0,2,1,0,0
8932,8,0,30,56,0,0
23638,21,0,12,38,2,6
22322,17,0,6,12,27,12
3510,0,0,0,0,0,0
3163,0,0,0,0,0,0
20759,6,0,0,0,2,20
21885,0,0,0,0,0,0
23405,0,0,0,0,0,0
24189,1,0,0,0,1,0
17637,88,0,68,152,60,8
20853,76,0,0,6,6,0
14904,10,0,18,58,22,38
3746,0,0,0,0,0,0
21886,0,0,0,0,0,0
9561,49,0,39,93,72,72
6507,0,0,0,0,0,0
19466,3,0,2,0,4,2
4743,0,0,0,0,0,0
4326,0,0,0,0,0,0
12082,17,0,5,12,4,0
19346,0,0,0,0,0,0
9058,193,0,55,187,0,0
24079,166,0,0,0,208,52
20009,128,0,210,455,230,170
199,0,0,0,0,0,0
9435,51,0,275,341,0,33
21579,31,0,0,0,0,0
10906,1,0,2,2,0,0
3489,0,0,0,0,0,0
12534,8,0,1,10,1,6
4707,0,0,0,0,0,0
15114,11,0,4,10,6,6
20754,76,0,4,0,0,0
15352,9,0,2,7,3,1
23506,2,0,0,0,0,0
8182,9,2,10,20,6,8
24997,10,0,2,8,0,0
23124,158,0,64,120,80,0
11827,9,0,5,15,2,0
19970,24,0,6,6,9,3
7936,6,0,27,108,0,0
3192,0,0,0,0,0,0
3849,0,0,0,0,0,0
23112,31,0,20,30,40,70
